,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
71,-0.0,1.0,1.58496250072,1.5,1.92192809489,1.91829583405,1.95021206491,1.90563906223,1.9749375012,1.97095059445,1.98082593623,2.0,1.98777337149,1.95919042342,1.96559623036,1.97721700146,1.95424739969,1.9749375012,1.97848459351,1.98547529723,1.96990002262,1.96984525804,1.96214415679,1.96776483767,1.95740581143,1.95801783703,1.94628402358,1.97014297934,1.96865513506,1.96892507936,1.96489661683,1.95755479887,1.95689195423,1.97605972422,1.98844257611,1.98605357463,1.98097125154,1.98098556194,1.97826732109,1.97332651446,1.96950650656,1.96983332095,1.96509036856,1.97809038797,1.98722333716,1.98716757853,1.98285706574,1.97721700146,1.97679249123,1.97076436263,1.96376927023,1.96315679061,1.96518689685,1.97498315967,1.96887578226,1.96830123911,1.96651023678,1.96865513506,1.96624019877,1.97518667826,1.97083229214,1.97267053949,1.97329200506,1.96907534369,1.96773766336,1.96331739649,1.97180760967,1.97859472007,1.98388264789,1.97972423773,1.97902758043,1.98092561845,1.97974380932,1.98097125154,1.98604447092,1.98661120822,1.98374149425,1.9829076989,1.9832426254,1.98043201079,1.9803464139,1.97964199925,1.97837618051,1.97588463056,1.97297467174,1.97868308564,1.97755040887,1.97809038797,1.98309414332,1.98057057981,1.97952286862,1.98000586265,1.97753369441,1.97643817317,1.97676783141,1.98167999517,1.9793908672,1.97837146187,1.97866504243,1.97743177531
72,-0.0,-0.0,-0.0,0.811278124459,0.721928094887,1.25162916739,1.37878349349,1.75,1.75271527898,1.68547529723,1.61718957259,1.72957395851,1.73814933319,1.68939174674,1.79679163198,1.75,1.75748398981,1.81634011385,1.81294527626,1.78222871891,1.84237099318,1.81221202966,1.85034702322,1.85056029633,1.82545139931,1.86562309278,1.84114548501,1.84237099318,1.87076753019,1.84971203527,1.87919639798,1.89921463079,1.90031967004,1.88300080006,1.89804247836,1.92010407421,1.92070987059,1.90624595182,1.90544411122,1.92292620369,1.9353912438,1.92314522613,1.92228720905,1.93626002753,1.94632254029,1.94453931804,1.93497375274,1.94304863435,1.95468554618,1.95308732634,1.94477387341,1.95150333828,1.94971136441,1.95979421116,1.96736872134,1.96510232142,1.97092601698,1.96515477842,1.9627991702,1.96961407771,1.97462656049,1.96950765646,1.96739931607,1.96214715236,1.96667804654,1.97309107165,1.97119405794,1.97483984267,1.980182189,1.97808936524,1.97436141034,1.97757741232,1.98229830625,1.98040579235,1.97703269314,1.97989043314,1.98409226577,1.98237287398,1.97930652123,1.98186252422,1.98562637382,1.98255909387,1.98125812941,1.97944810029,1.97717531477,1.97448154839,1.97736500766,1.97950812301,1.97681435791,1.97376673232,1.97562017051,1.98008740751,1.97706021425,1.98089584916,1.97772496363,1.9795329072,1.97625708207,1.97767884298,1.97431669595,1.9753949146
73,-0.0,1.0,0.918295834054,1.0,1.52192809489,1.45914791703,1.44881563573,1.56127812446,1.89106111207,1.84643934467,1.93626002753,1.95914791703,1.95006375644,1.9241743523,1.88924642851,1.90563906223,1.90396781309,1.95468594695,1.95929891053,1.95272419562,1.95021206491,1.94007152931,1.97264741418,1.96776483767,1.95740581143,1.95801783703,1.95298067052,1.94375458394,1.93140287777,1.91671618696,1.94403912542,1.94236882041,1.9289395754,1.93574179725,1.93820185954,1.93720843353,1.92664356098,1.94887232129,1.95068290507,1.94064544962,1.94082584201,1.93074212058,1.93276174195,1.9511966414,1.95122773628,1.95195449071,1.9507567297,1.94378019241,1.94403806603,1.93686048123,1.92886520174,1.9201793358,1.91091141638,1.90115448356,1.89098857287,1.90880263131,1.89862058152,1.90193599109,1.90381253649,1.89442100749,1.88474586192,1.87483327907,1.89077463851,1.8809318306,1.89451675492,1.89731897022,1.8990171286,1.91057615007,1.91684985426,1.90857554791,1.90009875509,1.91033005592,1.912254452,1.91331025034,1.90562056328,1.89775347009,1.88973275274,1.88157981358,1.89132107806,1.89965851349,1.90673942835,1.91269105824,1.9198709057,1.91270172883,1.9189867084,1.911898146,1.91739870677,1.92199777347,1.9152101407,1.92103708372,1.92597900438,1.91945655024,1.9128236679,1.9060930076,1.91079684967,1.9147695714,1.91807134533,1.91180104355,1.90544176302,1.89900348561
74,-0.0,1.0,1.58496250072,2.0,1.92192809489,1.91829583405,1.95021206491,2.0,1.9749375012,1.97095059445,1.98082593623,1.95914791703,1.98777337149,1.98522813603,1.98989809546,1.97721700146,1.99277810746,1.99107605984,1.97848459351,1.98547529723,1.98140359025,1.96984525804,1.98527759051,1.98993437833,1.98696081427,1.9784820284,1.98929363316,1.98522813603,1.99035135862,1.99679163198,1.99186424839,1.98869940829,1.99257186238,1.98746018195,1.99360856089,1.98706186761,1.9858579939,1.97848459351,1.98365462987,1.97557003745,1.9660501785,1.97372456841,1.97474459796,1.97976519419,1.97172614742,1.97200728422,1.97881287635,1.971251836,1.97608578774,1.97628128798,1.98197020578,1.97543817493,1.97950757813,1.98393037893,1.98648969568,1.98075433802,1.982242904,1.9841165494,1.9786411751,1.97961558549,1.98095224523,1.97573131402,1.97630419587,1.97091289342,1.97701794921,1.97720306709,1.97200800865,1.97422636703,1.97957760431,1.97972423773,1.98135299491,1.98580871156,1.98669915345,1.98293196056,1.98669568995,1.98725385857,1.98356091993,1.98462855824,1.98799323135,1.98848868274,1.98919454469,1.98608375046,1.98635869856,1.98601586857,1.98298671872,1.98388728422,1.98341600343,1.98046091719,1.98114633592,1.98529717207,1.98485828622,1.98213604876,1.98275437186,1.98221738809,1.98611992089,1.98650348682,1.98581909722,1.98925032979,1.98943402279,1.98862751959
75,-0.0,1.0,1.58496250072,1.5,1.92192809489,1.91829583405,1.84237099318,1.90563906223,1.9749375012,1.97095059445,1.93626002753,1.91829583405,1.95006375644,1.9241743523,1.90861269887,1.95443400292,1.97133528531,1.95468594695,1.97848459351,1.98547529723,1.96990002262,1.96984525804,1.97264741418,1.96776483767,1.95740581143,1.95801783703,1.9803464139,1.97014297934,1.96865513506,1.96892507936,1.96489661683,1.95755479887,1.95689195423,1.97605972422,1.96864950736,1.96681031335,1.98097125154,1.98098556194,1.97489974807,1.97332651446,1.9845622787,1.98453062233,1.97944587224,1.97809038797,1.98722333716,1.98716757853,1.98522060288,1.99224867511,1.99665411992,1.99421652861,1.99461849128,1.9934127574,1.99714301754,1.99504316536,1.99538068152,1.9943328366,1.99377375432,1.99201085932,1.98920006329,1.98547529723,1.98095224523,1.98608248846,1.98649106595,1.98583490115,1.98693385314,1.98696873006,1.98606146779,1.99100534138,1.99461865943,1.99231960039,1.98935918796,1.98882061437,1.98560064654,1.98911570797,1.99046177861,1.98725385857,1.98705748988,1.98808030037,1.99140128053,1.98848868274,1.98919454469,1.98922034493,1.98635869856,1.98601586857,1.98298671872,1.98388728422,1.98341600343,1.98726487358,1.98448395398,1.98529717207,1.98485828622,1.98835346757,1.98579154014,1.98652943062,1.98611992089,1.98930802729,1.98694025981,1.98761274699,1.98510627132,1.98804730469
76,-0.0,1.0,1.58496250072,2.0,1.92192809489,1.91829583405,1.95021206491,2.0,1.9749375012,1.97095059445,1.98082593623,2.0,1.98777337149,1.98522813603,1.96559623036,1.97721700146,1.97133528531,1.95468594695,1.95929891053,1.98547529723,1.99523664051,1.99403021148,1.99578084791,1.98993437833,1.97868857045,1.98777337149,1.98929363316,1.99261406802,1.99035135862,1.99679163198,1.99186424839,1.98869940829,1.99257186238,1.98746018195,1.98385312117,1.97757741232,1.98097125154,1.98997083537,1.99484635271,1.9894910703,1.98848010609,1.98522813603,1.98934135984,1.99403021148,1.99043469095,1.98527759051,1.98872613527,1.9926705314,1.991930643,1.98752477218,1.99041802661,1.99374403954,1.98933901394,1.99135078586,1.99175543619,1.9907723278,1.98700416189,1.98879571663,1.99283097343,1.99528784473,1.99191853793,1.98774599576,1.98286946875,1.98518361446,1.98777337149,1.98916260775,1.98948996557,1.98887563843,1.99112487913,1.9899609657,1.98703377348,1.99007377042,1.99206898443,1.98911570797,1.98562647655,1.98165657826,1.98356091993,1.98674528168,1.98703163119,1.98342203277,1.9861183153,1.98798810921,1.98444584881,1.98053412233,1.97628773029,1.97726619101,1.97762503368,1.98062844888,1.98289502556,1.9792072172,1.97522982557,1.97098841383,1.97394692909,1.97481082607,1.97515761428,1.971251836,1.97397131854,1.97678707091,1.97297846136,1.97346876538
77,-0.0,1.0,1.58496250072,2.0,1.92192809489,1.91829583405,1.84237099318,1.81127812446,1.89106111207,1.97095059445,1.98082593623,1.95914791703,1.92202314285,1.9241743523,1.90861269887,1.88285606369,1.93280457754,1.95468594695,1.95929891053,1.95272419562,1.98140359025,1.98082593623,1.97264741418,1.98993437833,1.98696081427,1.9784820284,1.96599028194,1.97014297934,1.9841165494,1.99076464974,1.99186424839,1.99434970414,1.99257186238,1.98746018195,1.98844257611,1.99553802992,1.99844644704,1.99800088387,1.99484635271,1.99638722699,1.99520806384,1.99179590431,1.98654219417,1.97976519419,1.98207999562,1.97486240047,1.98160724544,1.98296379871,1.97608578774,1.97868857045,1.97939500289,1.9784820284,1.98022297921,1.97498315967,1.98228150714,1.98744235858,1.98881359087,1.9841165494,1.98460020398,1.97961558549,1.98446410913,1.98453005232,1.97970457203,1.97915444619,1.97414905266,1.96859034427,1.96795738627,1.9716507691,1.96635561206,1.96554554531,1.96018658369,1.96636874289,1.96538634302,1.97047526045,1.96559623036,1.96448292804,1.95955515864,1.95428239444,1.95319624138,1.94792620369,1.95322293669,1.95750736239,1.95239880841,1.95167931464,1.95044062894,1.94561306725,1.94416935966,1.93935528225,1.93773629019,1.93294576403,1.93117716994,1.92641852418,1.93153539759,1.92674089294,1.93122738885,1.92982024958,1.92806575816,1.93208631051,1.93014070793,1.92612074684
78,-0.0,1.0,0.918295834054,1.5,1.52192809489,1.58496250072,1.55665670746,1.90563906223,1.9749375012,1.97095059445,1.98082593623,1.95914791703,1.92202314285,1.95919042342,1.96559623036,1.97721700146,1.97133528531,1.99107605984,1.99377375432,1.98547529723,1.96990002262,1.96984525804,1.96214415679,1.94908229535,1.96902557364,1.9784820284,1.9803464139,1.99261406802,1.99748260329,1.99076464974,1.98085004226,1.96849371349,1.95427280506,1.96032993191,1.96208747608,1.96043056071,1.96917457071,1.97848459351,1.98365462987,1.98547529723,1.97842326721,1.96990002262,1.97810531704,1.98304953329,1.98529134941,1.98527759051,1.98872613527,1.98993437833,1.98487841758,1.97868857045,1.98433028663,1.9854586768,1.98497202584,1.98309756239,1.98786045986,1.9836169354,1.98700416189,1.98879571663,1.98920006329,1.99356888719,1.99636758218,1.99779397001,1.99801665097,1.99718039889,1.9954103331,1.99281519625,1.99443471298,1.99499639578,1.99461865943,1.99705243005,1.99843712818,1.99888623604,1.99849902685,1.99736278481,1.99555459768,1.99599620173,1.99568629611,1.99469936228,1.99686170339,1.99724629888,1.99695311818,1.99604618276,1.99537308045,1.99414198821,1.99646494516,1.99804791313,1.99816788542,1.99772812447,1.99677744766,1.9967251864,1.99832633389,1.99792292451,1.99705025595,1.99574711171,1.99404872998,1.99568663431,1.99676941379,1.99734160348,1.99744356645,1.9982905164
79,-0.0,1.0,1.58496250072,1.5,1.92192809489,1.91829583405,1.84237099318,1.75,1.6577427265,1.68547529723,1.78992907531,1.88791850267,1.83392721764,1.77832835373,1.7232314288,1.6697367178,1.61839410884,1.6577427265,1.67798428064,1.74273764861,1.80476045003,1.76974237847,1.78124465981,1.78433719807,1.82545139931,1.86562309278,1.89137369721,1.86875938858,1.87076753019,1.86827341241,1.8495291548,1.82993955012,1.85221021251,1.8512268159,1.88237829305,1.90487500516,1.92070987059,1.90624595182,1.91790440124,1.92538459738,1.92593720568,1.9241743523,1.92049323639,1.91521734909,1.9343611561,1.94145123331,1.95617164334,1.96715137979,1.96059607124,1.96613535524,1.96288746448,1.95672240942,1.94971136441,1.94197908536,1.95250497819,1.94458796517,1.95077156172,1.94279382668,1.94234649282,1.94081784332,1.93834148737,1.94415900089,1.95415643072,1.96214715236,1.96838706571,1.97309107165,1.96795738627,1.96232666096,1.95625727869,1.95559147384,1.96163922387,1.96636874289,1.97124318024,1.97495226148,1.97001353804,1.96469837711,1.95904700501,1.95309555851,1.94687656402,1.94041935041,1.94171866091,1.94232343534,1.9362188237,1.92991236549,1.93599486698,1.94108412471,1.9452731981,1.9486442478,1.95397885866,1.95513102226,1.94988263354,1.94444539878,1.93883738896,1.93307516318,1.92717391154,1.9211475822,1.92299880552,1.92866450451,1.93278710065,1.92715795529
80,-0.0,-0.0,-0.0,-0.0,-0.0,0.650022421648,0.863120568567,1.2987949407,1.43552050428,1.48547529723,1.78992907531,1.88791850267,1.92202314285,1.9241743523,1.88924642851,1.84960175271,1.9015064025,1.92512655941,1.93129528023,1.94064544962,1.96990002262,1.96984525804,1.95315258742,1.971251836,1.97868857045,1.96357373752,1.96599028194,1.96275704735,1.96865513506,1.98387111322,1.99186424839,1.99434970414,1.99257186238,1.98746018195,1.98385312117,1.97757741232,1.98097125154,1.98098556194,1.97826732109,1.97332651446,1.9845622787,1.99179590431,1.99239567024,1.99074587238,1.98989809546,1.98716757853,1.98285706574,1.98993437833,1.98925032979,1.98696081427,1.98330458118,1.9892930709,1.98678808321,1.98884709459,1.98929726658,1.9943328366,1.99208513958,1.98879571663,1.98756868972,1.98528633694,1.98653003354,1.98373780603,1.98911177116,1.9870878856,1.98423938147,1.98066249521,1.97644156099,1.9716507691,1.9770393339,1.9810992526,1.98038322889,1.97891423233,1.98229830625,1.97859058426,1.97440507917,1.97317587095,1.97746490569,1.98072742147,1.98414147605,1.9866370421,1.98562637382,1.98405757372,1.98198258361,1.97944810029,1.9828873501,1.98079836469,1.97828674334,1.98128263912,1.97919255316,1.97671234065,1.97387548338,1.97749004301,1.97561960802,1.97338543523,1.97081737478,1.97416488271,1.97759830124,1.98037704358,1.98255415357,1.98076663752
81,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.371232326641,0.353359335021,0.5435644432,0.834347023085,0.986426728731,1.08698770234,1.18129089923,1.14883485428,1.21587496244,1.42102950231,1.46130054611,1.56514071335,1.59013120119,1.6577427265,1.62808527889,1.6764409087,1.69334486372,1.73963229573,1.77308984597,1.78349592316,1.80776357642,1.82495488968,1.85711597564,1.86376552936,1.86686420087,1.86707214876,1.86491122145,1.86079977865,1.85507709331,1.84802094394,1.86368163208,1.85608330801,1.86836705416,1.86042217532,1.85167884419,1.87802106772,1.86886173432,1.87949046533,1.87492919872,1.89644391758,1.88829128731,1.87960881202,1.87047761287,1.86096793182,1.87118745116,1.86898529894,1.87736377097,1.88388855387,1.88879262686,1.89227328217,1.89449907079,1.89561507809,1.89574700579,1.89500438113,1.89460026839,1.88951242805,1.88400966395,1.87813919504,1.89724891557,1.91363273428,1.90766237803,1.90801239417,1.92226398502,1.92291164066,1.92285771523,1.92216934292,1.92258553244,1.91798111085,1.91307772052,1.91261388104,1.92546280931,1.93666635102,1.93730638881,1.93287811106,1.9281923433,1.93825902021,1.93346268594,1.94238376648,1.94258842849,1.94363199481,1.93917395961,1.9472304517,1.94739276524,1.94832655729,1.94877949349,1.94878892019,1.94500686025
82,-0.0,1.0,0.918295834054,1.0,0.970950594455,1.0,0.985228136034,0.954434002925,1.35164411515,1.36096404744,1.49491884823,1.78415912785,1.76049502977,1.72739667357,1.68948226702,1.64939747035,1.60870016552,1.5683182557,1.52880181453,1.54375195442,1.54921112471,1.65464833412,1.72094805338,1.69221575217,1.66337265808,1.72863295681,1.77295830615,1.8030074661,1.77801612134,1.78464069943,1.78655689431,1.82993955012,1.85221021251,1.86735171254,1.86717632231,1.86414163566,1.85880462585,1.85160725821,1.88361221441,1.87525152623,1.88887936335,1.88003246284,1.87015755974,1.85944348944,1.84804733168,1.83610038783,1.82371286698,1.85056029633,1.8483487046,1.86223577279,1.8512268159,1.87307752045,1.89072517484,1.90487500516,1.89464144861,1.89367374999,1.90558998659,1.91504016016,1.92236558103,1.92784831296,1.93172439442,1.92396697311,1.91582922605,1.90736408334,1.90828216738,1.92158316628,1.91354365567,1.905241066,1.89671205132,1.90191950263,1.90344813744,1.89544251856,1.88724910988,1.89969019491,1.891540792,1.88324650338,1.8748285835,1.87729022613,1.87896208266,1.87991836293,1.88022520921,1.87994178916,1.8791212061,1.87781126299,1.87605510849,1.87389178684,1.87135670854,1.86848205572,1.86529713269,1.86182867077,1.85810109429,1.8541367537,1.84995613067,1.84557801901,1.84101968486,1.83629700899,1.83142461344,1.82641597459,1.82128352439,1.8187765184
83,-0.0,1.0,0.918295834054,0.811278124459,1.37095059445,1.79248125036,1.84237099318,1.90563906223,1.9749375012,1.92192809489,1.85855521187,1.79248125036,1.83392721764,1.8773870643,1.88924642851,1.93627812446,1.95424739969,1.92512655941,1.89240711859,1.90370169606,1.91735702035,1.91969057405,1.92467336863,1.92178971068,1.92154193334,1.90862504799,1.89277130365,1.87479762863,1.87659755507,1.87993608537,1.87877823554,1.91927897444,1.94764523171,1.96708496412,1.96864950736,1.96681031335,1.96615377895,1.96275510389,1.95713673766,1.94971509254,1.96657079622,1.97853777779,1.98654219417,1.99129466321,1.98529134941,1.97800394221,1.97881287635,1.98296379871,1.98242200689,1.97628128798,1.97939500289,1.9784820284,1.97618102265,1.97268692888,1.97545067198,1.98307877669,1.97944558536,1.97491006122,1.97729785038,1.97243493779,1.96688031114,1.96072239761,1.96837222833,1.96799917036,1.9621080772,1.96534453066,1.96476001764,1.9716507691,1.9704491867,1.96554554531,1.96864480851,1.96359945827,1.9626549938,1.96102793007,1.96774222644,1.96569640113,1.96150252429,1.96496968598,1.96750835211,1.96920944465,1.97015332189,1.97041133216,1.96708084016,1.9661865603,1.97297467174,1.96968437842,1.96865513506,1.97466197711,1.97142215329,1.9723805025,1.97769132431,1.97685862483,1.97386614966,1.974730906,1.97955635972,1.98000829607,1.97722343336,1.97415637055,1.97082980404,1.97076436263
84,-0.0,1.0,0.918295834054,1.0,1.52192809489,1.58496250072,1.95021206491,1.90563906223,1.9749375012,1.97095059445,1.98082593623,1.95914791703,1.95006375644,1.9241743523,1.93291456398,1.9237949407,1.97133528531,1.97082450558,1.99377375432,1.98547529723,1.98140359025,1.98082593623,1.97264741418,1.96776483767,1.96567805525,1.95801783703,1.9803464139,1.97660046031,1.97488994428,1.96892507936,1.95971497415,1.95755479887,1.95689195423,1.97605972422,1.96864950736,1.96681031335,1.98097125154,1.98997083537,1.99484635271,1.99638722699,1.99520806384,1.99836367259,1.99881069973,1.99701510574,1.99602801253,1.99316423653,1.99365061121,1.98993437833,1.98925032979,1.98918253919,1.98548274286,1.99142934486,1.99083003977,1.98706466791,1.98567202125,1.98146757605,1.97944558536,1.97491006122,1.97729785038,1.98387111322,1.98208098929,1.97936052056,1.97582291241,1.97156670561,1.97436595354,1.96984525804,1.96476001764,1.96333008672,1.95815551928,1.96554554531,1.96864480851,1.97470949237,1.97361283565,1.96917457071,1.96774222644,1.96321646698,1.96150252429,1.96496968598,1.97094369008,1.97360422846,1.97858394881,1.98255909387,1.98562737826,1.98787488545,1.98937785051,1.99020410053,1.98966021265,1.99006258035,1.98787384336,1.98722333716,1.98745279729,1.98716757853,1.99076896743,1.98894219903,1.98850729175,1.9916705297,1.98980970325,1.98925032979,1.98943402279,1.98918253919
85,-0.0,-0.0,-0.0,-0.0,-0.0,0.650022421648,0.863120568567,1.2987949407,1.43552050428,1.48547529723,1.78992907531,1.88791850267,1.92202314285,1.9241743523,1.90861269887,1.88285606369,1.8512268159,1.81634011385,1.84742012005,1.90370169606,1.87356251851,1.84198575839,1.86297719954,1.83379932339,1.80410745139,1.81990691085,1.86085174337,1.8773870643,1.85366146601,1.86465806912,1.89366030171,1.90567732128,1.88634629233,1.86640494956,1.846065606,1.82549506576,1.80482473295,1.83025925189,1.84916879863,1.86288762152,1.84502537866,1.82704287977,1.84277530465,1.85444590579,1.87034449831,1.85469258885,1.83891181715,1.84898798908,1.86254450591,1.84804557075,1.83345071493,1.81880489687,1.83406506363,1.84628950855,1.85592774059,1.86334490929,1.86884217132,1.87267100177,1.87504356393,1.87614041717,1.87611637023,1.87510500825,1.87322224951,1.87056917806,1.86723432711,1.85956526312,1.87372112407,1.86600415986,1.86319083263,1.85981945344,1.85275522226,1.8493194496,1.84243947979,1.83896126427,1.85214025907,1.84837606234,1.85988118371,1.85588629098,1.85026794585,1.86365336688,1.85977650289,1.85438955031,1.85052337961,1.86111505824,1.85708190518,1.8522393825,1.84718271484,1.84193254351,1.83650772757,1.83092551787,1.84351679114,1.85349090347,1.84798664644,1.84552098926,1.84277883522,1.83763162126,1.83235402308,1.82983013603,1.83926973708,1.834205803
